Place,Year
Loredan (Corte  e Calle)  sulla «Fondamenta degli Ormesini».,1439
Loredan (Corte  e Calle)  sulla «Fondamenta degli Ormesini».,1453
Loredan (Corte  e Calle)  sulla «Fondamenta degli Ormesini».,1464
Loredan (Corte  e Calle)  sulla «Fondamenta degli Ormesini».,1501
Loredan (Corte  e Calle)  sulla «Fondamenta degli Ormesini».,1567
Loredan (Corte  e Calle)  sulla «Fondamenta degli Ormesini».,1661
Loredan (Corte  e Calle)  sulla «Fondamenta degli Ormesini».,1670
Loredan (Corte  e Calle)  sulla «Fondamenta degli Ormesini».,1752
Loredan (Campiello)  a S. Stefano.,1450
Loredan (Campiello)  a S. Stefano.,1650
Loredan (Campiello)  a S. Stefano.,1750
"Luganegher (Sottoportico, Corte del)  in «Frezzeria».",1497
"Luganegher (Sottoportico, Corte del)  in «Frezzeria».",1681
"Luganegher (Sottoportico, Corte del)  in «Frezzeria».",1684
"Luganegher (Sottoportico, Corte del)  in «Frezzeria».",1774
Labia (Fondamenta)  a S. Geremia.,1614
Labia (Fondamenta)  a S. Geremia.,1646
Labia (Fondamenta)  a S. Geremia.,1701
Lacca (Sottoportico e Corte della)  a S. Giovanni Evangelista.,1762
Lacca (Sottoportico e Corte della)  a S. Giovanni Evangelista.,1767
Lanzoni (Calle)  ai SS. Giovanni e Paolo.,1582
"Lardona (Sottoportico e Corte, Corte)  all’Angelo Raffaele.",1627
"Lardona (Sottoportico e Corte, Corte)  all’Angelo Raffaele.",1713
"Lardona (Sottoportico e Corte, Corte)  all’Angelo Raffaele.",1766
Larga (Calle)  a S. Marco.,1849
Latte (Ponte della)  a S. Giovanni Evangelista.,1379
Latte (Ponte della)  a S. Giovanni Evangelista.,1844
Lavadori (Calle dei)  ai Tolentini.,1637
Lavaro (Corte del)  agli Incurabili.,1519
Lavezzara (Corte) a S. Luca.,1379
Lavezzara (Corte) a S. Luca.,1577
Lavezzara (Corte) a S. Luca.,1740
Leoni (Piazzetta dei)  a S. Marco.,1722
Leoni (Piazzetta dei)  a S. Marco.,1837
Lezze (Calle)  alla Misericordia.,973
Lezze (Calle)  alla Misericordia.,1005
Lezze (Calle)  alla Misericordia.,1476
Lezze (Calle)  alla Misericordia.,1488
Lezze (Calle)  alla Misericordia.,1532
Lezze (Calle)  alla Misericordia.,1654
Lezze (Calle)  alla Misericordia.,1829
Librer (Campiello o Rio Terrà del)  a San Polo.,1761
"Licini (Ramo Corte, Corte)  alla Fava.",1713
"Licini (Ramo Corte, Corte)  alla Fava.",1741
Limante (Corte)  a S. Girolamo.,1391
Limante (Corte)  a S. Girolamo.,1484
Limante (Corte)  a S. Girolamo.,1566
Limante (Corte)  a S. Girolamo.,1750
"Lion (Calle, Ponte)  a S. Lorenzo.",1291
"Lion (Calle, Ponte)  a S. Lorenzo.",1332
Locatelli (Corte)  a S. Stefano.,1761
Lombardo (Fondamenta)  ai SS. Gervasio e Protasio.,907
Lombardo (Fondamenta)  ai SS. Gervasio e Protasio.,1290
Lombardo (Fondamenta)  ai SS. Gervasio e Protasio.,1295
Lombardo (Fondamenta)  ai SS. Gervasio e Protasio.,1380
Lombardo (Fondamenta)  ai SS. Gervasio e Protasio.,1388
Lombardo (Fondamenta)  ai SS. Gervasio e Protasio.,1403
Lombardo (Fondamenta)  ai SS. Gervasio e Protasio.,1472
Lombardo (Fondamenta)  ai SS. Gervasio e Protasio.,1675
Lombardo (Fondamenta)  ai SS. Gervasio e Protasio.,1706
Lombardo (Fondamenta)  ai SS. Gervasio e Protasio.,1713
Longo (Calle)  ai Servi.,1043
Longo (Calle)  ai Servi.,1381
Longo (Calle)  ai Servi.,1463
Longo (Calle)  ai Servi.,1697
Lovisella (Corte)  a S. Moisè.,1740
Lovo (Corte del)  a S. Caterina.,1379
Lovo (Corte del)  a S. Caterina.,1566
Lovo (Corte del)  a S. Caterina.,1675
"Lucatella (Sottoportico e Corte, Corte)  a San Giuliano.",1539
"Lucatella (Sottoportico e Corte, Corte)  a San Giuliano.",1540
"Lucatella (Sottoportico e Corte, Corte)  a San Giuliano.",1636
"Lucatella (Sottoportico e Corte, Corte)  a San Giuliano.",1740
"Lucatella (Sottoportico e Corte, Corte)  a San Giuliano.",1786
Lunga (Calle)  a S. Maria Formosa.,1350
"Lustraferri (Ponte dei)  sulla «Fondamenta degli Ormesini»,  presso il «Ponte dell’Aseo».",1760
Madonna (Calle della)  a S. Angelo.,1642
Madonna (Calle della)  a S. Angelo.,1779
"Madonna dell’Orto (Fondamenta, Campo, Ponte, Rio della).",1377
"Madonna dell’Orto (Fondamenta, Campo, Ponte, Rio della).",1399
"Madonna dell’Orto (Fondamenta, Campo, Ponte, Rio della).",1462
"Madonna dell’Orto (Fondamenta, Campo, Ponte, Rio della).",1473
"Madonna dell’Orto (Fondamenta, Campo, Ponte, Rio della).",1581
"Madonna dell’Orto (Fondamenta, Campo, Ponte, Rio della).",1668
"Madonna dell’Orto (Fondamenta, Campo, Ponte, Rio della).",1669
"Madonna dell’Orto (Fondamenta, Campo, Ponte, Rio della).",1689
"Madonna dell’Orto (Fondamenta, Campo, Ponte, Rio della).",1781
"Madonna dell’Orto (Fondamenta, Campo, Ponte, Rio della).",1787
"Madonna dell’Orto (Fondamenta, Campo, Ponte, Rio della).",1810
"Madonna dell’Orto (Fondamenta, Campo, Ponte, Rio della).",1815
"Madonna dell’Orto (Fondamenta, Campo, Ponte, Rio della).",1833
"Madonna dell’Orto (Fondamenta, Campo, Ponte, Rio della).",1841
"Madonna dell’Orto (Fondamenta, Campo, Ponte, Rio della).",1845
"Madonna dell’Orto (Fondamenta, Campo, Ponte, Rio della).",1855
"Malvasia vecchia (Ponte, Sottoportico, Campiello della)  a S. Fantino.",1750
"Malvasia vecchia (Ponte, Sottoportico, Campiello della)  a S. Fantino.",1850
"Manin (Ponte, Sottoportico, Calle)  a San Salvatore.",1312
"Manin (Ponte, Sottoportico, Calle)  a San Salvatore.",1574
"Manin (Ponte, Sottoportico, Calle)  a San Salvatore.",1651
"Manin (Ponte, Sottoportico, Calle)  a San Salvatore.",1746
"Manin (Ponte, Sottoportico, Calle)  a San Salvatore.",1801
Marcello o Pindemonte (Ponte e Calle)  a S. Marina.,1450
Martin  Novello (Corte)  a S. Giuseppe di Castello.,1566
Memmo o Loredan (Calle)  a S. Luca.,1280
Memmo o Loredan (Calle)  a S. Luca.,1361
Memmo o Loredan (Calle)  a S. Luca.,1363
Memmo o Loredan (Calle)  a S. Luca.,1378
Memmo o Loredan (Calle)  a S. Luca.,1389
Memmo o Loredan (Calle)  a S. Luca.,1416
Memmo o Loredan (Calle)  a S. Luca.,1440
Memmo o Loredan (Calle)  a S. Luca.,1538
Memmo o Loredan (Calle)  a S. Luca.,1684
Memmo o Loredan (Calle)  a S. Luca.,1703
Memmo o Loredan (Calle)  a S. Luca.,1740
"Mercanti (Calle dei)  in «Ruga Giuffa»,  a S. Maria Formosa.",1261
"Mercanti (Calle dei)  in «Ruga Giuffa»,  a S. Maria Formosa.",1377
"Mercanti (Calle dei)  in «Ruga Giuffa»,  a S. Maria Formosa.",1434
"Mercanti (Calle dei)  in «Ruga Giuffa»,  a S. Maria Formosa.",1570
"Mercanti (Calle dei)  in «Ruga Giuffa»,  a S. Maria Formosa.",1570
"Mercanti (Ramo, Corte, Calle dei)  a S. Eustachio.",1652
"Mercanti (Ramo, Corte, Calle dei)  a S. Eustachio.",1661
"Mercanti (Ramo, Corte, Calle dei)  a S. Eustachio.",1703
"Mezzo (Calle di)  in Ruga Giuffa, a S. Maria Formosa.",1470
"Mezzo (Calle di)  in Ruga Giuffa, a S. Maria Formosa.",1484
"Mezzo (Calle di)  in Ruga Giuffa, a S. Maria Formosa.",1566
"Mezzo (Calle di)  in Ruga Giuffa, a S. Maria Formosa.",1571
"Mezzo (Calle di)  in Ruga Giuffa, a S. Maria Formosa.",1656
"Mezzo (Calle di)  in Ruga Giuffa, a S. Maria Formosa.",1797
"Misericordia (Sacca, Canale, Fondamenta, Campo, Ponte, Rio, Fondamenta della).",1308
"Misericordia (Sacca, Canale, Fondamenta, Campo, Ponte, Rio, Fondamenta della).",1534
"Misericordia (Sacca, Canale, Fondamenta, Campo, Ponte, Rio, Fondamenta della).",1595
"Misericordia (Sacca, Canale, Fondamenta, Campo, Ponte, Rio, Fondamenta della).",1627
"Misericordia (Sacca, Canale, Fondamenta, Campo, Ponte, Rio, Fondamenta della).",1806
Mocenigo Casa Nuova (Calle)  a S. Samuele.,1454
Mocenigo Casa Nuova (Calle)  a S. Samuele.,1579
Mocenigo Casa Nuova (Calle)  a S. Samuele.,1622
Mocenigo Casa Nuova (Calle)  a S. Samuele.,1780
Mocenigo Casa Nuova (Calle)  a S. Samuele.,1788
"Mocenigo  Casa Vecchia (Calle, Ramo)  a San Samuele.",1574
"Mondo Novo (Ponte, Sottoportico, Calle del)  a S. Maria Formosa.",1740
Morosini e Pisani (Calle stretta)  a S. Stefano.,1688
Morosini e Pisani (Calle stretta)  a S. Stefano.,1694
Mosto o dei Colori (Calle)  a S. Leonardo.,1318
Mosto o dei Colori (Calle)  a S. Leonardo.,1403
Mosto o dei Colori (Calle)  a S. Leonardo.,1456
Mosto o dei Colori (Calle)  a S. Leonardo.,1701
Mosto o dei Colori (Calle)  a S. Leonardo.,1708
Mosto o dei Colori (Calle)  a S. Leonardo.,1709
"Muazzo (Calle, Ramo Corte, Corte)  in «Barbaria delle Tole».",1168
"Muazzo (Calle, Ramo Corte, Corte)  in «Barbaria delle Tole».",1350
"Muazzo (Calle, Ramo Corte, Corte)  in «Barbaria delle Tole».",1364
"Muazzo (Calle, Ramo Corte, Corte)  in «Barbaria delle Tole».",1621
"Muazzo (Calle, Ramo Corte, Corte)  in «Barbaria delle Tole».",1636
"Muazzo (Calle, Ramo Corte, Corte)  in «Barbaria delle Tole».",1796
Muneghe (Calle delle)  a S. Alvise.,1814
"Muneghe (Sottoportico e Corte delle)  a San Mauriz io, sulla «Fondamenta Corner Zaguri».",1218
"Muneghe (Sottoportico e Corte delle)  a San Mauriz io, sulla «Fondamenta Corner Zaguri».",1233
"Muneghe (Sottoportico e Corte delle)  a San Mauriz io, sulla «Fondamenta Corner Zaguri».",1298
"Muneghe (Sottoportico e Corte delle)  a San Mauriz io, sulla «Fondamenta Corner Zaguri».",1320
"Muneghe (Sottoportico e Corte delle)  a San Mauriz io, sulla «Fondamenta Corner Zaguri».",1469
"Muneghe (Sottoportico e Corte delle)  a San Mauriz io, sulla «Fondamenta Corner Zaguri».",1521
"Muneghe (Sottoportico e Corte delle)  a San Mauriz io, sulla «Fondamenta Corner Zaguri».",1564
"Muneghe (Sottoportico e Corte delle)  a San Mauriz io, sulla «Fondamenta Corner Zaguri».",1762
"Muneghe (Calle, Corte delle)  a S. Ternita.",1661
Muneghette (Calle delle)  a San Martino.,1427
Muneghette (Calle delle)  a San Martino.,1616
Muneghette (Calle delle)  a San Martino.,1649
Muneghette (Calle delle)  a San Martino.,1749
Mussato o Tasca (Calle)  a S. Giuliano.,1315
Mussato o Tasca (Calle)  a S. Giuliano.,1776
Mussato o Tasca (Calle)  a S. Giuliano.,1796
Muti o Baglioni (Calle)  a S. Cassiano.,1602
Muti o Baglioni (Calle)  a S. Cassiano.,1604
Muti o Baglioni (Calle)  a S. Cassiano.,1606
Muti o Baglioni (Calle)  a S. Cassiano.,1716
Muti o Baglioni (Calle)  a S. Cassiano.,1750
Muti o Baglioni (Calle)  a S. Cassiano.,1850
"Madonnetta (Calle, Ponte, Calle del Traghetto, Traghetto della)  a S. Polo.",1393
"Maffioletti (Ramo Corte, Corte)  in «Birri»,  a S. Canciano.",1713
"Maffioletti (Ramo Corte, Corte)  in «Birri»,  a S. Canciano.",1761
Magazén (Call e del)  a S. Benedetto.,1700
Maggioni (Calle)  a S. Maria  Nuova.,1781
Magno (Calle)  a S. Ternita.,598
Magno (Calle)  a S. Ternita.,905
Magno (Calle)  a S. Ternita.,912
Magno (Calle)  a S. Ternita.,1306
Magno (Calle)  a S. Ternita.,1499
Magno (Calle)  a S. Ternita.,1720
Magno (Calle)  a S. Ternita.,1724
Magno (Calle)  a S. Ternita.,1757
Magno (Calle)  a S. Ternita.,1852
Mainetti (Sottoportico)  a S. Nicolò.,1483
Mainetti (Sottoportico)  a S. Nicolò.,1740
Mainetti (Sottoportico)  a S. Nicolò.,1761
Majo (Corte del)  a S. Apollinare.,1644
Majo (Corte del)  a S. Apollinare.,1661
Malatina (Sottoportico e Corte)  a S. Maurizio.,1450
Malatina (Sottoportico e Corte)  a S. Maurizio.,1582
"Malcanton (Fondamenta, Rio, Callesella del)  a S. Margherita.",1475
"Malipiero (Calle, Ramo, Salizzada)  a San Samuele.",908
"Malipiero (Calle, Ramo, Salizzada)  a San Samuele.",1178
"Malipiero (Calle, Ramo, Salizzada)  a San Samuele.",1192
"Malipiero (Calle, Ramo, Salizzada)  a San Samuele.",1370
"Malipiero (Calle, Ramo, Salizzada)  a San Samuele.",1380
"Malipiero (Calle, Ramo, Salizzada)  a San Samuele.",1457
"Malipiero (Calle, Ramo, Salizzada)  a San Samuele.",1457
"Malipiero (Calle, Ramo, Salizzada)  a San Samuele.",1484
"Malipiero (Calle, Ramo, Salizzada)  a San Samuele.",1496
"Malipiero (Calle, Ramo, Salizzada)  a San Samuele.",1622
"Malipiero (Calle, Ramo, Salizzada)  a San Samuele.",1650
"Malipiero (Calle, Ramo, Salizzada)  a San Samuele.",1750
"Malipiero (Calle, Ramo, Salizzada)  a San Samuele.",1797
"Malipiero (Calle, Ramo, Salizzada)  a San Samuele.",1826
"Malipiero (Calle, Ramo, Salizzada)  a San Samuele.",1856
Maltese (Calle e Corte del)  detta dei Risi  a S. Paterniano.,1261
Maltese (Calle e Corte del)  detta dei Risi  a S. Paterniano.,1717
Maltese (Calle e Corte del)  detta dei Risi  a S. Paterniano.,1852
Mandolèr (Calle del)  a S. Tomà.,1675
Mandolèr (Calle del)  a S. Tomà.,1740
Manestra (Campiello dei)  a San Nicolò.,1740
Mangane r (Calle del)  ai SS. Apostoli.,1713
"Maraffoni (Calle)  a Castello, in «Ruga».",1641
"Maraffoni (Calle)  a Castello, in «Ruga».",1648
"Maraffoni (Calle)  a Castello, in «Ruga».",1661
"Maraffoni (Calle)  a Castello, in «Ruga».",1663
"Maraffoni (Calle)  a Castello, in «Ruga».",1677
Marcello (Ponte)  ai Tolentini.,1438
Marcello (Ponte)  ai Tolentini.,1473
Marcello (Ponte)  ai Tolentini.,1482
Marcello (Ponte)  ai Tolentini.,1484
Marcello (Ponte)  ai Tolentini.,1633
Marcello (Ponte)  ai Tolentini.,1638
Marcello (Ponte)  ai Tolentini.,1656
Marcello (Ponte)  ai Tolentini.,1686
Marcello (Ponte)  ai Tolentini.,1739
"Marcona (Calle, Corte)  a S. Pantaleone.",1482
Margaritera (Corte) a San Martino.,1350
Margaritera (Corte) a San Martino.,1740
Marin (Rio)  a San Simeone Profeta.,1080
Marioni (Sottoportico e Corte)  a S. Giacomo dall’Orio.,1693
Marioni (Sottoportico e Corte)  a S. Giacomo dall’Orio.,1713
Marte (Campo di)  a S. Maria Maggiore.,1828
Maruzzi (Calle)  a S. Lorenzo.,1740
Mazzorana (Calle)  ai SS. Apostoli.,1318
Mazzorana (Calle)  ai SS. Apostoli.,1650
"Màsena (Ramo, Calle della)  ai SS. Ermagora e Fortunato.",1661
"Meloni (Calle, Campiello, Rio dei)  a S. Apollinare.",1725
"Meloni (Calle, Campiello, Rio dei)  a S. Apollinare.",1855
"Mendicanti (Ramo Primo, Ramo Secondo, Ramo Terzo, Calle, Ponte, Fondamenta dei).",1224
"Mendicanti (Ramo Primo, Ramo Secondo, Ramo Terzo, Calle, Ponte, Fondamenta dei).",1262
"Mendicanti (Ramo Primo, Ramo Secondo, Ramo Terzo, Calle, Ponte, Fondamenta dei).",1636
"Mendicanti (Ramo Primo, Ramo Secondo, Ramo Terzo, Calle, Ponte, Fondamenta dei).",1673
"Mendicanti (Ramo Primo, Ramo Secondo, Ramo Terzo, Calle, Ponte, Fondamenta dei).",1809
"Mendicanti (Ramo Primo, Ramo Secondo, Ramo Terzo, Calle, Ponte, Fondamenta dei).",1819
"Mendicanti (Ramo Primo, Ramo Secondo, Ramo Terzo, Calle, Ponte, Fondamenta dei).",1826
"Mendicanti (Ramo Primo, Ramo Secondo, Ramo Terzo, Calle, Ponte, Fondamenta dei).",1828
Menùo (Rio).,1250
Menùo (Rio).,1500
Menùo (Rio).,1509
Merceria (Ramo della) a S. Giuliano.,942
Merceria (Ramo della) a S. Giuliano.,1323
Merceria (Ramo della) a S. Giuliano.,1446
Mettivia (Calle del)  a S. Luca.,1661
"Mégio (Fondamenta, Ramo Fondamenta, Rio, Ponte, Sottoportico, Calle del) a S. Giacomo dall’Orio.",20
"Mégio (Fondamenta, Ramo Fondamenta, Rio, Ponte, Sottoportico, Calle del) a S. Giacomo dall’Orio.",21
"Mégio (Fondamenta, Ramo Fondamenta, Rio, Ponte, Sottoportico, Calle del) a S. Giacomo dall’Orio.",22
"Mégio (Fondamenta, Ramo Fondamenta, Rio, Ponte, Sottoportico, Calle del) a S. Giacomo dall’Orio.",1346
"Miani (Ramo Corte, Corte)  a S. Cassiano.",709
"Miani (Ramo Corte, Corte)  a S. Cassiano.",917
"Miani (Ramo Corte, Corte)  a S. Cassiano.",1261
"Miani (Ramo Corte, Corte)  a S. Cassiano.",1275
"Miani (Ramo Corte, Corte)  a S. Cassiano.",1379
"Miani (Ramo Corte, Corte)  a S. Cassiano.",1481
"Miani (Ramo Corte, Corte)  a S. Cassiano.",1511
"Miani (Ramo Corte, Corte)  a S. Cassiano.",1532
"Miani (Ramo Corte, Corte)  a S. Cassiano.",1537
"Miani (Ramo Corte, Corte)  a S. Cassiano.",1550
"Miani (Ramo Corte, Corte)  a S. Cassiano.",1767
"Miani (Ramo Corte, Corte)  a S. Cassiano.",1790
Michiel (Calle)  ai SS. Apostoli.,1096
Michiel (Calle)  ai SS. Apostoli.,1118
Michiel (Calle)  ai SS. Apostoli.,1172
Michiel (Calle)  ai SS. Apostoli.,1420
Michiel (Calle)  ai SS. Apostoli.,1774
Michiel (Calle)  ai SS. Apostoli.,1777
"Minelli (Calle, Sottoportico, Calle e Corte, Ramo)  a San Fantino.",1650
"Minelli (Calle, Sottoportico, Calle e Corte, Ramo)  a San Fantino.",1713
"Minelli (Calle, Sottoportico, Calle e Corte, Ramo)  a San Fantino.",1793
Minio (Calle)  a S. Fosca .,790
Minio (Calle)  a S. Fosca .,1431
Minio (Calle)  a S. Fosca .,1448
Minio (Calle)  a S. Fosca .,1569
Minio (Calle)  a S. Fosca .,1650
Minio (Calle)  a S. Fosca .,1668
Minio (Calle)  a S. Fosca .,1668
Minio (Calle)  a S. Fosca .,1669
Minio (Calle)  a S. Fosca .,1731
Minio (Calle)  a S. Fosca .,1735
Minio (Calle)  a S. Fosca .,1736
Minio (Calle)  a S. Fosca .,1739
Minio (Calle)  a S. Fosca .,1747
Minio (Calle)  a S. Fosca .,1764
Minio (Calle)  a S. Fosca .,1798
Minio (Calle)  a S. Fosca .,1816
"Minotto (Fondamenta, Sottoportico)  ai Tolentini.",1297
"Minotto (Fondamenta, Sottoportico)  ai Tolentini.",1364
"Minotto (Fondamenta, Sottoportico)  ai Tolentini.",1450
"Minotto (Fondamenta, Sottoportico)  ai Tolentini.",1646
"Minotto (Fondamenta, Sottoportico)  ai Tolentini.",1742
"Minotto (Fondamenta, Sottoportico)  ai Tolentini.",1778
"Miracoli (Calle, Ramo, Ponte, Rio, Campo, Campiello, Calle dei).",1480
"Miracoli (Calle, Ramo, Ponte, Rio, Campo, Campiello, Calle dei).",1488
"Miracoli (Calle, Ramo, Ponte, Rio, Campo, Campiello, Calle dei).",1810
Mocenigo (Fondamenta rimpetto)  a San Eustachio.,1395
Mocenigo (Fondamenta rimpetto)  a San Eustachio.,1414
Mocenigo (Fondamenta rimpetto)  a San Eustachio.,1472
Mocenigo (Fondamenta rimpetto)  a San Eustachio.,1474
Mocenigo (Fondamenta rimpetto)  a San Eustachio.,1570
Mocenigo (Fondamenta rimpetto)  a San Eustachio.,1647
Mocenigo (Fondamenta rimpetto)  a San Eustachio.,1648
Mocenigo (Fondamenta rimpetto)  a San Eustachio.,1651
Mocenigo (Fondamenta rimpetto)  a San Eustachio.,1652
Mocenigo (Fondamenta rimpetto)  a San Eustachio.,1654
Mocenigo (Fondamenta rimpetto)  a San Eustachio.,1700
"Modena (Ponte, Calle del)  a San Boldo.",1713
"Modena (Ponte, Calle del)  a San Boldo.",1761
"Molin (Calle, Corte)  a S. Fantino.",887
"Molin (Calle, Corte)  a S. Fantino.",905
"Molin (Calle, Corte)  a S. Fantino.",1138
"Molin (Calle, Corte)  a S. Fantino.",1297
"Molin (Calle, Corte)  a S. Fantino.",1468
"Molin (Calle, Corte)  a S. Fantino.",1516
"Molin (Calle, Corte)  a S. Fantino.",1646
Moncato (Sottoportico)  in Ghetto Vecchio.,1713
"Monti (Calle del)  a S. Luca, presso la «Calle dei Fabbri».",1566
"Monti (Calle del)  a S. Luca, presso la «Calle dei Fabbri».",1740
"Mora (Ramo, Calle della)  a S. Canciano, in «Birri».",1642
"Moran do (Ramo, Calle)  a San Canciano, in «Birri».",1642
"Moran do (Ramo, Calle)  a San Canciano, in «Birri».",1661
"Moretta (Corte, Ramo)  a S. Samuele.",1310
"Moretta (Corte, Ramo)  a S. Samuele.",1680
"Moretta (Corte, Ramo)  a S. Samuele.",1682
"Moretta (Corte, Ramo)  a S. Samuele.",1719
"Moretta (Corte, Ramo)  a S. Samuele.",1724
"Morion (Calle, Sottoportico del)  a S. Francesco della Vigna.",1450
"Morion (Calle, Sottoportico del)  a S. Francesco della Vigna.",1479
"Morion (Calle, Sottoportico del)  a S. Francesco della Vigna.",1661
"Morion (Calle, Sottoportico del)  a S. Francesco della Vigna.",1690
Moro (Fondamenta)  a S. Girolamo.,1280
Moro (Fondamenta)  a S. Girolamo.,1464
Moro (Fondamenta)  a S. Girolamo.,1471
Moro (Fondamenta)  a S. Girolamo.,1509
Moro (Fondamenta)  a S. Girolamo.,1510
Moro (Fondamenta)  a S. Girolamo.,1528
Moro (Fondamenta)  a S. Girolamo.,1537
Moro (Fondamenta)  a S. Girolamo.,1539
Moro (Fondamenta)  a S. Girolamo.,1572
"Morolin (Ramo, Sottoportico, Calle)  a S. Samuele.",1651
"Morolin (Ramo, Sottoportico, Calle)  a S. Samuele.",1674
"Morolin (Ramo, Sottoportico, Calle)  a S. Samuele.",1683
"Morolin (Ramo, Sottoportico, Calle)  a S. Samuele.",1686
"Morolin (Ramo, Sottoportico, Calle)  a S. Samuele.",1748
"Morolin (Ramo, Sottoportico, Calle)  a S. Samuele.",1750
Morosina (Calle)  a S. Barnaba.,1661
"Morosini (Calle, Corte) a S. Giovanni Grisostomo.",1050
"Morosini (Calle, Corte) a S. Giovanni Grisostomo.",1369
"Morosini (Calle, Corte) a S. Giovanni Grisostomo.",1715
"Morti (Ponte, Calle dei)  a S. Cassiano.",1488
"Morti (Ponte, Calle dei)  a S. Cassiano.",1502
"Morti (Ponte, Calle dei)  a S. Cassiano.",1615
"Morti (Ponte, Calle dei)  a S. Cassiano.",1686
"Mortorio (Sottoportico, Calle, Campiello del)  alla Giudecca.",1353
"Mortorio (Sottoportico, Calle, Campiello del)  alla Giudecca.",1379
"Mortorio (Sottoportico, Calle, Campiello del)  alla Giudecca.",1514
"Mosche (Cam po, Ramo, Campiello delle)  a S. Pantaleone.",1650
Moschette (Call e delle)  a S. Giustina.,1625
Moschette (Call e delle)  a S. Giustina.,1708
Mosto (Sottoportico e Corte)  a S. Angelo.,1654
Mosto (Sottoportico e Corte)  a S. Angelo.,1661
Mosto (Sottoportico e Corte)  a S. Angelo.,1713
Murèr (Calle del)  agli Incurabili.,1200
Murèr (Calle del)  agli Incurabili.,1773
"Muti (Ramo, Ponte, Corte dei)  alla Madonna dell’Orto.",1568
Nicolò Pasqualigo (Ponte)  a Santa Fosca.,1821
Nicolò Pasqualigo (Ponte)  a Santa Fosca.,1822
Nuovo commercio (Calle del)  a S. Giuliano.,1740
Nuovo commercio (Calle del)  a S. Giuliano.,1796
"Nani (Calle larga, Fondamenta)  ai SS. Gervasio e Protasio.",1297
"Nani (Calle larga, Fondamenta)  ai SS. Gervasio e Protasio.",1381
"Nani (Calle larga, Fondamenta)  ai SS. Gervasio e Protasio.",1450
"Nani (Calle larga, Fondamenta)  ai SS. Gervasio e Protasio.",1537
"Nani (Calle larga, Fondamenta)  ai SS. Gervasio e Protasio.",1682
"Nasolìn (Ramo, Calle del)  a S. Marina.",1785
"Nave (Calle della)  a S. Lio, presso la «Salizzada».",1661
Navegara (Corte)  ai SS. Gervasio e Protasio.,1043
Navegara (Corte)  ai SS. Gervasio e Protasio.,1514
Navegara (Corte)  ai SS. Gervasio e Protasio.,1529
Navegara (Corte)  ai SS. Gervasio e Protasio.,1565
Navegara (Corte)  ai SS. Gervasio e Protasio.,1742
"Nerini (Campiello)  a S. Simeon Grande, in Rio Marin.",1696
"Nicoli (Ramo, Campo dei)  a Castello.",1318
